,GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
50272,501,3920KEN,50274,2013-05-01,2013,1,Violence against civilians,COTU: Central Organisation of Trade Unions,Police Forces of Kenya (2002-2013),3,Civilians (Kenya),,7,37,Kenya,Nairobi,Dagoretti North,Kilimani,Uhuru Park,-1.290305,36.817036,1,The Star,Gang of youth affiliated with COTU beats and injures activist Boniface Mwangi. There were allegations that police also took part in the assault,0,,,,,,,,,,,
50273,501,3921KEN,50275,2013-05-01,2013,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Bungoma,Kanduyi,Khalaba,Bungoma,0.5635,34.56055,1,Capital FM,Politically motivated attack by unknown group leaves several villagers dead,3,,,,,,,,,,,
50274,501,3922KEN,50276,2013-05-01,2013,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Busia,Teso South,Amukura Central,Teso South,0.53333,34.25,1,Capital FM,Politically motivated attack by unknown group leaves several villagers dead,2,,,,,,,,,,,
50275,501,3923KEN,50277,2013-05-02,2013,2,Violence against civilians,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Laikipia,Laikipia West,Salama,Laikipia,0.41667,36.75,1,The Star,"Armed cattle raiders attack village, steal cattle and kill one civilian",1,,,,,,,,,,,
50276,501,3924KEN,50278,2013-05-03,2013,1,Violence against civilians,Vigilante Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Kilifi,Kilifi South,Mtepeni,Shariani,-3.9,39.78333,1,The Star,Mob kills man suspected of livestock theft,1,,,,,,,,,,,
50277,501,3925KEN,50279,2013-05-04,2013,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Kilifi,Kilifi South,Mtepeni,Shariani,-3.9,39.78333,1,The Star,Villagers protest over rising cases of mob justice,0,,,,,,,,,,,
50278,501,3926KEN,50280,2013-05-04,2013,1,Violence against civilians,Sonjo Ethnic Militia (Tanzania),,4,Civilians (Kenya),,7,47,Kenya,Narok,Narok West,Naikarra,Naikara,-1.6,35.63333,1,The Standard,"Armed raiders from Tanzania attack villagers, killing killing two",2,,,,,,,,,,,
50279,501,3927KEN,50281,2013-05-05,2013,1,Violence against civilians,Sonjo Ethnic Militia (Tanzania),,4,Civilians (Kenya),,7,47,Kenya,Narok,Narok West,Naikarra,Naikara,-1.6,35.63333,1,The Star,Sonjo militia from Tanzania attacks and kills three villagers in Kenya,3,,,,,,,,,,,
50280,501,3928KEN,50282,2013-05-06,2013,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Kiambu,Limuru,Limuru East,Limuru,-1.1,36.65,1,The Star,Youth disrupt MPs speech to protest local elections to CDF committee,0,,,,,,,,,,,
50281,501,3929KEN,50283,2013-05-06,2013,1,Violence against civilians,Unidentified Armed Group (Kenya),Unidentified Armed Group (Uganda),3,Civilians (Kenya),,7,37,Kenya,Bungoma,Kabuchai,Kabuchai/Chwele,Kanduyi,0.75,34.58333,1,The Star,Six injured in overnight attacks possibly linked to armed groups from Uganda,0,,,,,,,,,,,
50282,501,3930KEN,50284,2013-05-08,2013,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Bungoma,Kanduyi,Khalaba,Bungoma,0.5635,34.56055,2,Sabahi (All Africa),Politically motivated attack by unknown group,1,,,,,,,,,,,
50283,501,3931KEN,50285,2013-05-09,2013,1,Violence against civilians,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Kiambu,Gatundu South,Ndarugu,Kieni,-0.85,36.6833,1,The Star,Armed cattle rustlers attack villagers and kill one,1,,,,,,,,,,,
50284,501,3932KEN,50286,2013-05-10,2013,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,The Star,HIV activists stage march to plead with donors not to cut HIV funding,0,,,,,,,,,,,
50285,501,3933KEN,50287,2013-05-10,2013,1,Battle-No change of territory,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,3,13,Kenya,Garissa,Daadab,Labasigale,Ifo Refugee Camp,0.10997,40.313516,1,The Star,Kenyan police reservist shot dead while patrolling market; perpetrators unknown,1,,,,,,,,,,,
50286,501,3934KEN,50288,2013-05-10,2013,1,Battle-No change of territory,Garre Ethnic Militia (Kenya),Garre Ethnic Militia (Ethiopia),4,Degodia Ethnic Militia (Kenya),Degodia Ethnic Militia (Ethiopia),4,44,Kenya,Mandera,Mandera North,Rhamu,Rhamu,3.92083,41.21917,1,Xinhua,Battles between Garre and Degodia militias,7,,,,,,,,,,,
50287,501,3935KEN,50289,2013-05-11,2013,1,Battle-No change of territory,Police Forces of Kenya (2002-2013),,1,Al Shabaab,,2,12,Kenya,Mandera,Mandera East,Township,Mandera,3.935725,41.854211,1,Daily Nation,Two killed when armed group attacks Mandera police post. The attack was blamed on al Shabaab,2,,,,,,,,,,,
50288,501,3936KEN,50290,2013-05-11,2013,1,Battle-No change of territory,Garre Ethnic Militia (Kenya),Garre Ethnic Militia (Ethiopia),4,Degodia Ethnic Militia (Kenya),Degodia Ethnic Militia (Ethiopia),4,44,Kenya,Mandera,Mandera North,Rhamu,Rhamu,3.92083,41.21917,1,Xinhua,Battles between Garre and Degodia militias,0,,,,,,,,,,,
50289,501,3937KEN,50291,2013-05-12,2013,1,Strategic development,Police Forces of Kenya (2002-2013),,1,MRC: Mombasa Republican Council,,3,13,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,Daily Nation,"Police arrest 13 MRC members, including a witchdoctor, as they were participating in an oath-taking ceremony",0,,,,,,,,,,,
50290,501,3938KEN,50292,2013-05-14,2013,1,Riots/Protests,Protesters (Kenya),,6,Police Forces of Kenya (2002-2013),,1,16,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,Associated Press,Protesters march in front of parliament to protest legislators salary raise; police dispersed protesters after they released piglets and threw blood on the streets,0,,,,,,,,,,,
50291,501,3939KEN,50293,2013-05-14,2013,1,Violence against civilians,Garre Ethnic Militia (Kenya),Garre Ethnic Militia (Ethiopia),4,Civilians (Kenya),Degodia Ethnic Group (Ethiopia),7,47,Kenya,Mandera,Banissa,Banissa,Banissa,3.943872,40.344507,1,Xinhua,Garre militia attacks Degodia herdsman,1,,,,,,,,,,,
50292,501,3940KEN,50294,2013-05-15,2013,2,Violence against civilians,Police Forces of Kenya (2002-2013),,1,Civilians (Kenya),,7,17,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,Human Rights Watch,"The mutilated and tortured body of a terror suspect (Khalif Mwangi) is discovered in a drainage ditch on 20/05. Police are believed to be responsible. The date of death is not known, though a witness in the mortuary believed it had occurred only a few days prior.",1,,,,,,,,,,,
50293,501,3941KEN,50295,2013-05-16,2013,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Kilifi,Kilifi North,Dabaso,Watamu,-3.35429,40.02086,1,The Star,Beach operators protest alleged harassment by Kenya Wildlife Service Wardens,0,,,,,,,,,,,
50294,501,3942KEN,50296,2013-05-16,2013,1,Violence against civilians,Garre Ethnic Militia (Kenya),Garre Ethnic Militia (Ethiopia),4,Civilians (Kenya),Degodia Ethnic Group (Ethiopia),7,47,Kenya,Mandera,Banissa,Malkamari,Malka Mari,4.26667,40.78333,1,The Star,Garre militia attacks Degodia herdsman,3,,,,,,,,,,,
50295,501,3943KEN,50297,2013-05-18,2013,1,Battle-No change of territory,Garre Ethnic Militia (Kenya),,4,Police Forces of Kenya (2002-2013),Degodia Ethnic Group (Kenya),1,14,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,1,The Star,Armed group kills police officer from rival ethnic group,1,,,,,,,,,,,
50296,501,3944KEN,50298,2013-05-18,2013,1,Violence against civilians,Police Forces of Kenya (2002-2013),,1,Civilians (Kenya),Al Shabaab,7,17,Kenya,Kiambu,Ruiru,Kiuu,Githurai,-1.206525,36.913733,1,Human Rights Watch,"Originally thought of as a shootout with al Shabaab, Human Right Watch has learned several witnesses have claimed officers from the counterterrorism unit and the General Service Unit had surrounded their apartment block in Nairobi’s Githurai Kimbo estate in the evening of May 18, 2013, then stormed their apartment and shot [two al Shabaab suspects-Hassan Omondi Owiti and Shekha Wanjiru] dead without armed resistance.",2,,,,,,,,,,,
50297,501,3945KEN,50299,2013-05-19,2013,1,Riots/Protests,Protesters (Kenya),Protesters (United Kingdom),6,,,0,60,Kenya,Kwale,Msambweni,Gombato Bongwe,Diani,-4.279213,39.594306,1,The Star,Family of British man who died in police custody stage demonstration on anniversary of his death,0,,,,,,,,,,,
50298,501,3946KEN,50300,2013-05-19,2013,1,Battle-No change of territory,Al Shabaab,,2,Police Forces of Kenya (2002-2013),,1,12,Kenya,Kiambu,Ruiru,Kiuu,Githurai,-1.206525,36.913733,1,The Star,Police kill two terror suspects in shoot-out.,2,,,,,,,,,,,
50299,501,3947KEN,50301,2013-05-19,2013,1,Strategic development,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2002-2013),,1,13,Kenya,Mandera,Mandera East,Township,Mandera,3.935725,41.854211,1,Daily Nation,Police arrest sixteen terror suspects as they attempted to assemble an IED in Mandera,0,,,,,,,,,,,
50300,501,3948KEN,50302,2013-05-19,2013,1,Violence against civilians,Garre Ethnic Militia (Kenya),Garre Ethnic Militia (Ethiopia),4,Civilians (Kenya),Degodia Ethnic Group (Kenya),7,47,Kenya,Mandera,Banissa,Banissa,Banissa,3.943872,40.344507,1,Sabahi (All Africa),Garre militia attacks Degodia herdsman,2,,,,,,,,,,,
50301,501,3949KEN,50303,2013-05-19,2013,1,Violence against civilians,Garre Ethnic Militia (Kenya),Garre Ethnic Militia (Ethiopia),4,Civilians (Kenya),Degodia Ethnic Group (Kenya),7,47,Kenya,Mandera,Banissa,Banissa,Lulis,4.02098,40.33433,1,Sabahi (All Africa),Garre militia attacks Degodia herdsman,2,,,,,,,,,,,
50302,501,3950KEN,50304,2013-05-20,2013,1,Violence against civilians,Al Shabaab,,2,Civilians (Kenya),,7,27,Kenya,Mandera,Mandera East,Fino,Fino,3.37105,41.44684,1,Xinhua,Al Shabaab militants attack village and hijack vehicles,0,,,,,,,,,,,
50303,501,3951KEN,50305,2013-05-20,2013,1,Violence against civilians,Garre Ethnic Militia (Kenya),Garre Ethnic Militia (Ethiopia),4,Civilians (Kenya),Degodia Ethnic Group (Ethiopia),7,47,Kenya,Marsabit,Moyale,Obbu,Guba,3.27936,38.65442,1,Daily Nation,Garre militia attacks Degodia herdsman,1,,,,,,,,,,,
50304,501,3952KEN,50306,2013-05-20,2013,1,Violence against civilians,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Laikipia,Laikipia West,Salama,Mutaro,0.02529,36.62489,1,The Star,Armed cattle raiders attack woman during invasion,0,,,,,,,,,,,
50305,501,3953KEN,50307,2013-05-21,2013,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Kwale,Kinango,Mwavumbo,Mariakani,-3.8667,39.4667,1,The Star,Truck drivers block roads at weighbridge to protest perceived unfair treatment,0,,,,,,,,,,,
50306,501,3954KEN,50308,2013-05-22,2013,1,Battle-No change of territory,Private Security Forces (Kenya),,8,Unidentified Armed Group (Somalia),,3,38,Kenya,Garissa,Daadab,Labasigale,Ifo Refugee Camp,0.10997,40.313516,1,The Standard,"Armed group ambushes guards at Ifo market, kills 3",3,,,,,,,,,,,
50307,501,3955KEN,50309,2013-05-22,2013,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Garissa,Garissa Township,Iftin,Garissa,-0.453568,39.646096,1,The Standard,Armed group kills civilians in Garissa,2,,,,,,,,,,,
50308,501,3956KEN,50310,2013-05-25,2013,1,Battle-No change of territory,Police Forces of Kenya (2002-2013),,1,Al Shabaab,,2,12,Kenya,Garissa,Daadab,Liboi,Liboi,0.35336,40.87232,1,Capital FM,Al Shabaab attacks police post,5,,,,,,,,,,,
50309,501,3957KEN,50311,2013-05-25,2013,1,Violence against civilians,Degodia Ethnic Militia (Kenya),Degodia Ethnic Militia (Ethiopia),4,Civilians (Kenya),Garre Ethnic Group (Kenya),7,47,Kenya,Mandera,Banissa,Banissa,Banissa,3.943872,40.344507,2,Xinhua,Degodia attack Garre civilians near Mandera,3,,,,,,,,,,,
50310,501,3958KEN,50312,2013-05-25,2013,1,Violence against civilians,Garre Ethnic Militia (Kenya),Garre Ethnic Militia (Ethiopia),4,Civilians (Kenya),Degodia Ethnic Group (Kenya),7,47,Kenya,Mandera,Banissa,Malkamari,Malka Mari,4.26667,40.78333,1,Xinhua,Garre militia attacks Degodia herdsman,2,,,,,,,,,,,
50311,501,3959KEN,50313,2013-05-26,2013,1,Battle-No change of territory,Al Shabaab,,2,Police Forces of Kenya (2002-2013),,1,12,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,Evening Times,Muslim cleric linked with Al Shabaab killed in shoot-out with police,1,,,,,,,,,,,
50312,501,3960KEN,50314,2013-05-27,2013,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Elgeyo-Marakwet,Keiyo North,Kapchemutwa,Iten,0.670173,35.507735,1,Business Daily,Sawmillers camp at governors office to protest against logging ban,0,,,,,,,,,,,
50313,501,3961KEN,50315,2013-05-31,2013,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Vihiga,Sabatia,Lyaduywa/Izava,Chavakali,0.1,34.71667,1,Daily Nation,Unidentified group attacks hospital employee; motive unknown,0,,,,,,,,,,,
50314,501,3962KEN,50316,2013-05-31,2013,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Private Security Forces (Kenya),7,37,Kenya,Meru,North Imenti,Municipality,Meru,0.05,37.65,1,Daily Nation,"Unidentified armed group kills two, one of whom was a security guard. Motive unknown.",2,,,,,,,,,,,
50315,501,3963KEN,50317,2013-05-31,2013,1,Violence against civilians,Toposa Ethnic Militia (South Sudan),,4,Civilians (Kenya),Turkana Ethnic Group (Kenya),7,47,Kenya,Turkana,Turkana North,Kaaleng/Kaikor,Lorumor,4.58926,35.16171,1,Daily Nation,"Toposa militia from South Sudan attacks Turkana village, killing 5",5,,,,,,,,,,,
50316,501,3964KEN,50318,2013-06-02,2013,1,Violence against civilians,Vigilante Militia (Kenya),,4,Civilians (Kenya),Police Forces of Kenya (2002-2013),7,47,Kenya,Trans Nzoia,Kiminini,Kiminini,Kiminini,0.893125,34.924092,1,The Star,Mob overpowers police to lynch suspected criminals,3,,,,,,,,,,,
50317,501,3965KEN,50319,2013-06-03,2013,1,Violence against civilians,Al Shabaab,,2,Civilians (Kenya),,7,27,Kenya,Garissa,Daadab,Liboi,Liboi,0.35336,40.87232,1,Xinhua,Suspected al Shabaab gunmen kill two Kenyans who were carrying supplies near the border with Somalia,0,,,,,,,,,,,
50318,501,3966KEN,50320,2013-06-05,2013,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,Business Daily,Oil refinery workers protest at threatened closure of the facility,0,,,,,,,,,,,
50319,501,3967KEN,50321,2013-06-06,2013,1,Violence against civilians,Garre Ethnic Militia (Kenya),,4,Civilians (Kenya),Degodia Ethnic Group (Kenya),7,47,Kenya,Mandera,Mandera North,Rhamu,Rhamu,3.92083,41.21917,1,The Standard,Garre militia attacks Degodia herdsman,2,,,,,,,,,,,
50320,501,3968KEN,50322,2013-06-07,2013,1,Violence against civilians,Police Forces of Kenya (2002-2013),,1,Civilians (Kenya),,7,17,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,The Star,Police officer shoots and kills a university student during and argument,1,,,,,,,,,,,
50321,501,3969KEN,50323,2013-06-08,2013,1,Strategic development,Unidentified Armed Group (Kenya),,3,,,0,30,Kenya,Garissa,Daadab,Labasigale,Dagahaley Refugee Camp,0.18913,40.28322,1,The Standard,"Unidentified armed group attacks two communication masts in refugee camp; no civilians were injured in the attack, though equipment and walls were destroyed",0,,,,,,,,,,,
50322,501,3970KEN,50324,2013-06-09,2013,1,Violence against civilians,Al Shabaab,,2,Civilians (Kenya),Christian Group (Kenya),7,27,Kenya,Mombasa,Likoni,Timbwani,Likoni,-4.08394,39.66161,1,IHS Global Insight Daily Analysis,"Attackers suspected to be linked to Al Shabaab throw grenade into church compound, injuring civilians",0,,,,,,,,,,,
50323,501,3971KEN,50325,2013-06-09,2013,1,Violence against civilians,Al Shabaab,,2,Civilians (Kenya),,7,27,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,The Star,"Al Shabaab-linked suspects throw grenade, injuring several civilians",0,,,,,,,,,,,
50324,501,3972KEN,50326,2013-06-11,2013,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,Voice of America,Demonstrations outside parliament to protest lawmakers plans to raise their salaries,0,,,,,,,,,,,
50325,501,3973KEN,50327,2013-06-11,2013,1,Battle-No change of territory,Police Forces of Kenya (2002-2013),,1,Al Shabaab,,2,12,Kenya,Nairobi,Kamukunji,Eastleigh North,Eastleigh,-1.271689,36.849689,1,The Star,Police and al Shabaab suspect engage in gun battle; terror suspect killed,1,,,,,,,,,,,
50326,501,3974KEN,50328,2013-06-11,2013,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Mandera,Mandera East,Township,Mandera,3.935725,41.854211,1,Agence France Presse,Armed group attacks and kills civilians in ambush,6,,,,,,,,,,,
50327,501,3975KEN,50329,2013-06-12,2013,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Busia,Teso North,Malaba Central,Malaba Hills,0.6328,34.2694,1,The Star,Boda boda operators protest perceived police harassment,0,,,,,,,,,,,
50328,501,3976KEN,50330,2013-06-14,2013,2,Violence against civilians,Police Forces of Kenya (2002-2013),,1,Civilians (Kenya),Muslim Group (Kenya),7,17,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,The Star,Police arrest and torture terrorism suspect. The man claims to be innocent and was released without charge,0,,,,,,,,,,,
50329,501,3977KEN,50331,2013-06-16,2013,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Somalia),,7,37,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,Midnimo,Unidentified group attacks Somali MPs meeting in Nairobi,0,,,,,,,,,,,
50330,501,3978KEN,50332,2013-06-17,2013,1,Battle-No change of territory,Police Forces of Kenya (2002-2013),,1,Al Shabaab,,2,12,Kenya,Mombasa,Nyali,Frere Town,Kisauni,-4.03333,39.68333,1,The Star,Police engage in shoot-out with Al Shabaab suspect; the suspect was killed,1,,,,,,,,,,,
50331,501,3979KEN,50333,2013-06-17,2013,1,Battle-No change of territory,Police Forces of Kenya (2002-2013),,1,Al Shabaab,,2,12,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,The Star,Police engage in shoot-out with Al Shabaab suspect; the suspect was killed,1,,,,,,,,,,,
50332,501,3980KEN,50334,2013-06-17,2013,1,Battle-No change of territory,Nuer Ethnic Militia (South Sudan),,4,Merrile Ethnic Militia (South Sudan),,4,44,Kenya,Turkana,Turkana West,Kakuma,Kakuma,3.71667,34.86667,1,Kenya Broadcasting Corporation,Ethnic clash in refugee camp leaves 4 dead,4,,,,,,,,,,,
50333,501,3981KEN,50335,2013-06-17,2013,1,Violence against civilians,Police Forces of Kenya (2002-2013),,1,Civilians (Kenya),,7,17,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,Human Rights Watch,"Ibrahim Ramadhan Mwasi (alias Ruta), was shot dead on the evening of June 17, 2013, by a lone gunman. The identity of the gunman has not been established but witnesses believe ATPU (police) officers were responsible. Ruta was among six suspects in a grenade attack on the Machakos bus station in Nairobi on March 10, 2012.",1,,,,,,,,,,,
50334,501,3982KEN,50336,2013-06-17,2013,1,Violence against civilians,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Mandera,Mandera West,Takaba South,Bur Mayo,2.9833,40.2667,1,Sabahi (All Africa),Gunmen attack village and kill civilians,2,,,,,,,,,,,
50335,501,3983KEN,50337,2013-06-18,2013,1,Riots/Protests,Rioters (Kenya),,5,Police Forces of Kenya (2002-2013),,1,15,Kenya,Nairobi,Ruaraka,Korogocho,Korogocho,-1.251264,36.889624,1,Business Daily,Police battle mechanics and artisans who were rioting after being blocked from their work area,0,,,,,,,,,,,
50336,501,3984KEN,50338,2013-06-18,2013,1,Battle-No change of territory,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,3,13,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,2,Sabahi (All Africa),Gunmen kill police reservist,1,,,,,,,,,,,
50337,501,3985KEN,50339,2013-06-18,2013,1,Violence against civilians,Police Forces of Kenya (2002-2013),,1,Protesters (Kenya),,6,16,Kenya,Laikipia,Laikipia East,Thingithu,Nanyuki,0.016667,37.066667,1,The Star,Police shoot protester while trying to break up a demonstration,0,,,,,,,,,,,
50338,501,3986KEN,50340,2013-06-19,2013,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,Daily Nation,Government workers stage protest over wages,0,,,,,,,,,,,
50339,501,3987KEN,50341,2013-06-19,2013,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,Capital FM,Members of Albino Society of Kenya protest discrimination,0,,,,,,,,,,,
50340,501,3988KEN,50342,2013-06-20,2013,1,Remote violence,Police Forces of Kenya (2002-2013),,1,Al Shabaab,,2,12,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,2,Shabelle Media Network (Mogadishu),Kenyan police intercept Al Shabaab truck carrying explosives in northeastern Kenya,0,,,,,,,,,,,
50341,501,3989KEN,50343,2013-06-21,2013,1,Violence against civilians,Degodia Ethnic Militia (Kenya),,4,Civilians (Kenya),Garre Ethnic Group (Kenya),7,47,Kenya,Mandera,Mandera East,Township,Mandera,3.935725,41.854211,2,The Standard,Clan fighting leaves 4 dead,4,,,,,,,,,,,
50342,501,3990KEN,50344,2013-06-21,2013,1,Violence against civilians,Garre Ethnic Militia (Kenya),,4,Civilians (Kenya),Degodia Ethnic Group (Kenya),7,47,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,2,The Standard,Clan fighting leaves 5 dead,5,,,,,,,,,,,
50343,501,3991KEN,50345,2013-06-22,2013,1,Violence against civilians,Garre Ethnic Militia (Kenya),,4,Civilians (Kenya),Degodia Ethnic Group (Kenya),7,47,Kenya,Mandera,Banissa,Banissa,Banissa,3.943872,40.344507,1,Xinhua,Attack on Degodia village by Garre militia,1,,,,,,,,,,,
50344,501,3992KEN,50346,2013-06-22,2013,1,Violence against civilians,Garre Ethnic Militia (Kenya),,4,Civilians (Kenya),Degodia Ethnic Group (Kenya),7,47,Kenya,Marsabit,Moyale,Obbu,Guba,3.27936,38.65442,1,Xinhua,Attack on Degodia village by Garre militia,3,,,,,,,,,,,
50345,501,3993KEN,50347,2013-06-23,2013,1,Violence against civilians,Garre Ethnic Militia (Kenya),,4,Civilians (Kenya),Degodia Ethnic Group (Kenya),7,47,Kenya,Mandera,Banissa,Banissa,Banissa,3.943872,40.344507,1,Xinhua,Grenade attack by Garre militia leaves 16 dead,16,,,,,,,,,,,
50346,501,3994KEN,50348,2013-06-24,2013,1,Violence against civilians,Degodia Ethnic Militia (Kenya),,4,Civilians (Kenya),Garre Ethnic Group (Kenya),7,47,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,1,Sabahi (All Africa),Degodia attack Garre civilians in Wajir,1,,,,,,,,,,,
50347,501,3995KEN,50349,2013-06-25,2013,1,Riots/Protests,Rioters (Kenya),,5,Police Forces of Kenya (2002-2013),,1,15,Kenya,Nairobi,Kibra,Woodley/Kenyatta Golf Course,Mbagathi,-1.309764,36.804677,1,The Star,Students riot and block road; police use tear gas to disperse rioters,0,,,,,,,,,,,
50348,501,3996KEN,50350,2013-06-25,2013,1,Battle-No change of territory,Police Forces of Kenya (2002-2013),,1,Unidentified Ethnic Militia (Kenya),,4,14,Kenya,Marsabit,Moyale,Obbu,Guba,3.27936,38.65442,1,Sabahi (All Africa),Police fight armed clans who were preparing to attack local villages; one attacker killed,1,,,,,,,,,,,
50349,501,3997KEN,50351,2013-06-25,2013,1,Violence against civilians,Garre Ethnic Militia (Kenya),,4,Civilians (Kenya),Murle Ethnic Group (Kenya),7,47,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,1,The Standard,Garre militia attacks Murle village,5,,,,,,,,,,,
50350,501,3998KEN,50352,2013-06-26,2013,1,Riots/Protests,Rioters (Kenya),,5,Police Forces of Kenya (2002-2013),,1,15,Kenya,Nairobi,Kibra,Woodley/Kenyatta Golf Course,Mbagathi,-1.309764,36.804677,1,The Star,Students riot and block road; police use tear gas to disperse rioters,0,,,,,,,,,,,
50351,501,3999KEN,50353,2013-06-28,2013,1,Violence against civilians,Garre Ethnic Militia (Kenya),,4,Civilians (Kenya),Degodia Ethnic Group (Kenya),7,47,Kenya,Mandera,Mandera East,Township,Mandera,3.935725,41.854211,2,The Standard,Attack on Degodia village by Garre militia,4,,,,,,,,,,,
50352,501,4000KEN,50354,2013-07-01,2013,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,Catholic Information Service,"Protesters march from Freedom Corner, Uhuru Park to the front gate of the parliament building against a proposed plan to give MPs a pay raise.",0,,,,,,,,,,,
50353,501,4001KEN,50355,2013-07-02,2013,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,Daily Nation,"Lobby groups staged protests in Uhuru to oppose the Value Added Tax Bill, which was being brought before the National Assembly at the time of the demonstration.",0,,,,,,,,,,,
50354,501,4002KEN,50356,2013-07-02,2013,1,Battle-No change of territory,Police Forces of Kenya (2002-2013),,1,Police Forces of Uganda (1986-),,8,18,Kenya,Homa Bay,Gwasi,West Konyango,Migingo Island,-0.88271,33.93847,1,The Star,Three Kenyan police officers are beaten by a group of Ugandan police on a tiny island in Lake Victoria claimed by both countries.,0,,,,,,,,,,,
50355,501,4003KEN,50357,2013-07-03,2013,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,Daily Nation,"A group of workers strike, protest for a salary increase near Mombasa city hall. The over 2,000 workers marched in the streets carrying a coffin, placards and chanting anti-Hassan Joho (Mombasa Governor) slogans. They marched along Moi, Digo and Nkrumah Roads.",0,,,,,,,,,,,
