"","EVENT_DATE","YEAR","EVENT_TYPE","PERPRETATORS","VICTIMS","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","NOTES","FATALITIES"
"4197","2013-11-21",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Star (Nairobi)","A group marches to demand that the government withdraws the Miscellaneous Amendment Bill on the NGOs from Parliament.",0
"4198","2013-11-21",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Agence France Presse","Protesters, angered over parliamentary bills which limit press freedom, marched through the streets of Nairobi to present a petition of voters to lawmakers. This protest is unrelated to Miscellaneous Amendment Bill protesters, occurring either elsewhere or at a different time in the city.",0
"4199","2013-11-23",2013,"Battle-No change of territory","Police Forces of Kenya (2002-2013)","Pokot Ethnic Militia (Kenya)","Kenya","Turkana","Turkana Central","Kanamkemer","Lodwar",3.11911,35.59727,"Agence France Presse","Armed Pokot militiamen attack and hold hostage three police posts in Lorokon village. It is not clear how many police officers are effected by the attack. Causalities not known. The siege is likely related to a border dispute between the Pokots and Turkana communities that has been causing tension in the area.",0
"4200","2013-11-24",2013,"Battle-No change of territory","Police Forces of Kenya (2002-2013)","Pokot Ethnic Militia (Kenya)","Kenya","Turkana","Turkana Central","Kanamkemer","Lodwar",3.11911,35.59727,"Agence France Presse","Police forces launch an operation to retake police posts occupied by Pokot militia. The Pokot militiamen responded with ""heavy resistance."" It is not clear if the operation was successful. Causalities not known.",0
"4201","2013-11-25",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"The Star (Nairobi)","A group of street traders protest a proposed move of their booths by blocking roads with their wares.",0
"4202","2013-11-26",2013,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Tana River","Galole","Wayu","Teso",-1.3,39.6667,"The Star (Nairobi)","Residents of Adungosi trading centre forcefully evicted 30 suspected criminals from their homes in Teso. No reported causalities.",0
"4203","2013-11-27",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kilifi","Kilifi North","Kibarani","Kilifi",-3.63333,39.85,"The Star (Nairobi)","Residents of Ngerenya village in Kilifi county protest a high crime rate in their area. The group demanded redeployment of administration police officers withdrawn from Ngerenya before the March 4 general elections.",0
"4204","2013-11-27",2013,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Daily Nation (Kenya)","A group of ""radical Muslim youths"" raid a mosque attempting to attack the resident imam, who was inside delivering a sermon. Inside, a group of youths came to the defence of the imam, clashing with the intruders. Several reported injuries reported as result of the clash. Police later arrived to disperse the warring sides.",0
"4205","2013-11-27",2013,"Riots/Protests","Rioters (Kenya)","Rioters (Kenya)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Daily Nation (Kenya)","A group of ""radical Muslim youths"" raid a mosque attempting to attack the resident imam, who was inside delivering a sermon. Inside, a group of youths came to the defence of the imam, clashing with the intruders. Several reported injuries reported as result of the clash. Police later arrived to disperse the warring sides.",0
"4206","2013-11-27",2013,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Nyali","Frere Town","Kisauni",-4.03333,39.68333,"The Star (Nairobi)","Three suspected gangsters are lynched by a group of vigilante villagers in Kisauni district.",3
"4207","2013-11-28",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Trans Nzoia","Saboti","Matisi","Kitale",1.0167,35,"Daily Nation (Kenya)","Traffic was disrupted along the busy Kitale-Lodwar road after angry Pokot residents blocked it at several points, causing vehicles to stop over at the Marich police station. The group was protesting the death of a motorcycle mechanic who was murdered in previous days.",0
"4208","2013-11-29",2013,"Violence against civilians","Borana Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Marsabit","Moyale","Moyale Township","Moyale",3.509374,39.052757,"The Star (Nairobi)","Suspected Borana militia attack two lorries in the Sololo and Woldaa areas outside Moyale, which are a few kilometres apart. No reported causalities.",0
"4209","2013-11-30",2013,"Violence against civilians","Turkana Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","West Pokot","Sigor","Sekerr","Orwa",1.66667,35.46667,"The Star (Nairobi)","Turkana militia raid Orwa town in West Pokot, killing a young boy and destroying property. In an act of revenge the villagers of Orwa mobilized, killing a man in the nearby Turkana village of Runo.",1
"4210","2013-11-30",2013,"Violence against civilians","Unidentified Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","West Pokot","Sigor","Lomut","Runo",1.402135,35.572604,"The Star (Nairobi)","Turkana militia raid Orwa town in West Pokot, killing a young boy and destroying property. In an act of revenge the villagers of Orwa mobilized, killing a man in the nearby Turkana village of Runo.",1
"4211","2013-12-01",2013,"Violence against civilians","Muslim Militia (Kenya)","Civilians (Kenya)","Kenya","Kilifi","Malindi","Shella","Malindi",-3.22,40.12,"The Star (Nairobi)","A man is abducted and beheaded at Ngomeni in Malindi by a suspected, unnamed named Muslim group.",1
"4212","2013-12-02",2013,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kilifi","Malindi","Shella","Malindi",-3.22,40.12,"Kenya Standard","A madrassa teacher is beheaded for unknown reason in Malindi.",1
"4213","2013-12-03",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Uasin Gishu","Ainabkoi","Kapsoya","Eldoret",0.516667,35.283333,"The Star (Nairobi)","Journalists protest against a proposed amendment to the Kenya Information and Communication Bill through the streets of Eldoret.",0
"4214","2013-12-03",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kiambu","Kiambu","Riabai","Kiambu",-1.16667,36.83333,"The Star (Nairobi)","Journalists in Nyeri and Kiambu gather to protest a proposed media law that would limit press freedom.",0
"4215","2013-12-03",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kitui","Kitui Central","Township","Kitui",-1.36667,38.01667,"The Star (Nairobi)","Journalists protest against a proposed amendment to the Kenya Information and Communication Bill through the streets of Kitui.",0
"4216","2013-12-03",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kilifi","Malindi","Shella","Malindi",-3.22,40.12,"The Star (Nairobi)","A group of journalists from Kilifi and Malindi gathered in Malindi town and demonstrated against a proposed media bill.",0
"4217","2013-12-03",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Star (Nairobi)","Journalists hold a silent demonstration to protest the proposed amendment to the Kenya Information and Communication Bill which will limit their freedom.",0
"4218","2013-12-03",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nyeri","Nyeri Town","Rware","Nyeri",-0.41667,36.95,"The Star (Nairobi)","Journalists in Nyeri and Kiambu gather to protest a proposed media law that would limit press freedom.",0
"4219","2013-12-03",2013,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Nyali","Frere Town","Kisauni",-4.03333,39.68333,"The Star (Nairobi)","Three brothers were burnt to death after an eviction exercise turned chaotic in Kisauni. The three, including a village elder, were first beaten and set on fire by irate mob after the were accused of colluding with a private developer to grab the contentious land. Mtopanga Ward representative Lucy Chizi said two of the bodies were burnt beyond recognition.",3
"4220","2013-12-04",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nandi","Emgwen","Kapsabet","Kapsabet",0.20387,35.105,"The Star (Nairobi)","Journalists in Nandi held a peaceful demonstration on Kapsabet town streets to protest a proposed media bill. The scribes appealed to MPs to reject it as they believe it would violate the constitution.",0
"4221","2013-12-04",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kakamega","Mumias West","Mumias Central","Mumias",0.335107,34.486396,"The Star (Nairobi)","Residents of Mumias town protest threats by Kakamega Governor Wycliffe Oparanya to evict Mumias Sugar Company managers from the firm. Traders closed their shops to join the protestors who sang anti-Oparanya songs. The residents wished the government would subsidise the company financially.",0
"4222","2013-12-04",2013,"Battle-No change of territory","Borana Ethnic Militia (Kenya)","Burji Ethnic Militia (Kenya)","Kenya","Marsabit","Moyale","Heillu/Manyatta","Oda",3.49333,39.09569,"Agence France Presse","At least 12 people were killed with many others injured in Marsabit county of northern Kenya following clashes between rival militia groups, Borana and Burji, Gabra. The clash caused 30,000 nearby Moyale residents, fearing for their safety, to flee north into Ethiopia. Clashes were sporadic throughout the week, though no specific date is provided. Some sources have causality totals at 70 or more.",12
"4223","2013-12-05",2013,"Battle-No change of territory","Borana Ethnic Militia (Kenya)","Burji Ethnic Militia (Kenya)","Kenya","Marsabit","Moyale","Moyale Township","Moyale",3.509374,39.052757,"Kenya Standard","Seventeen are killed in ongoing ethnic clashes over a 36 hour period Butiye village in Moyale town.",9
"4224","2013-12-05",2013,"Violence against civilians","Police Forces of Kenya (2002-2013)","Civilians (Kenya)","Kenya","Kwale","Msambweni","Gombato Bongwe","Diani",-4.279213,39.594306,"Human Rights Watch","Police forces gun down Hassan Suleiman Mwayuyu, an al Shabaab suspect while travelling by bus. The Kenya Standard reported a battle between the actors, but HRW conflicted this story. Police believed Mwayuyu had be planning grenade attacks on Mombasa.",1
"4225","2013-12-05",2013,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kwale","Msambweni","Gombato Bongwe","Ukunda",-4.2875,39.566111,"Daily Nation (Kenya)","A Christian preacher is gunned down by two unidentified men at Tiwi in Ukunda. The reason for the assassination is not known.",1
"4226","2013-12-05",2013,"Violence against civilians","Turkana Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","West Pokot","Kapenguria","Kapenguria","Kapenguria",1.23333,35.11667,"The Star (Nairobi)","A 13-year-old boy is shot and killed by suspected Turkana raiders in Kamurio village on Pokot-Turkana border.",1
"4227","2013-12-05",2013,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Kilifi","Malindi","Shella","Malindi",-3.22,40.12,"The Star (Nairobi)","A man suspected to be a boda boda thief is lynched by a group of vigilantes.",1
"4228","2013-12-05",2013,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Muranga","Kiharu","Township","Muranga",-0.7166,37.15,"The Star (Nairobi)","A man is lynched by a group of boda boda operators for the suspected murder of their colleague two weeks ago. The man was rescued by police before death.",0
"4229","2013-12-06",2013,"Battle-No change of territory","Borana Ethnic Militia (Kenya)","Burji Ethnic Militia (Kenya)","Kenya","Marsabit","Moyale","Moyale Township","Moyale",3.509374,39.052757,"Kenya Standard","Seventeen are killed in ongoing ethnic clashes over a 36 hour period Butiye village in Moyale town.",8
"4230","2013-12-07",2013,"Battle-No change of territory","Borana Ethnic Militia (Kenya)","Burji Ethnic Militia (Kenya)","Kenya","Marsabit","Moyale","Moyale Township","Moyale",3.509374,39.052757,"The Star (Nairobi)","Ethnic clashes continue near Moyale on 07/12. ""Dozens"" reported dead.",24
"4231","2013-12-08",2013,"Battle-No change of territory","Military Forces of Kenya (2002-2013)","Unidentified Armed Group (Kenya)","Kenya","West Pokot","Kapenguria","Kapenguria","Kapenguria",1.23333,35.11667,"The Star (Nairobi)","Two General Service Unit officers (paramilitary wing of the Kenyan Military) were injured when a vehicle they were travelling in was attacked in West Pokot county. The attackers may have been thieves.",0
"4232","2013-12-10",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"The Star (Nairobi)","Street traders in Kisumu protest an increased amount of street crime occurring in their area. The protest was held at the town square of Kisumu.",0
"4233","2013-12-10",2013,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Daily Nation (Kenya)","University of Nairobi students riot in protest of a power blackout. Police forces disperse the group with teargas. No injury reported.",0
"4234","2013-12-10",2013,"Battle-No change of territory","Police Forces of Kenya (2013-)","Al Shabaab","Kenya","Garissa","Daadab","Liboi","Liboi",0.35336,40.87232,"Agence France Presse","Al Shabaab launches an attack on a border town, killing three civilians and five police. Liboi hosts an AMISOM military, often used to supply forces in Somalia.",5
"4235","2013-12-10",2013,"Violence against civilians","Al Shabaab","Civilians (Kenya)","Kenya","Garissa","Daadab","Liboi","Liboi",0.35336,40.87232,"Agence France Presse","Al Shabaab launches an attack on a border town, killing three civilians and five police. Liboi hosts an AMISOM military, often used to supply forces in Somalia.",3
"4236","2013-12-12",2013,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (International)","Kenya","Mombasa","Likoni","Timbwani","Likoni",-4.08394,39.66161,"The Star (Nairobi)","An unidentified person threw a hand grenade into a group of British tourists in the Likoni area of Mombasa. The grenade failed to explode.",0
"4237","2013-12-13",2013,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kilifi","Kilifi North","Kibarani","Kilifi",-3.63333,39.85,"The Star (Nairobi)","The bodies to two men are discovered in Kilifi, having been shot at close range. The attackers and their motivations are not known.",2
"4238","2013-12-14",2013,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Kenya Standard","A University of Nairobi student is shot and killed by police during a student-led riot near the central police station. The police also implemented tear gas. The protesters established themselves outside the station after one of their classmates committed suicide while in police custody.",1
"4239","2013-12-14",2013,"Remote violence","Police Forces of Kenya (2013-)","Unidentified Armed Group (Kenya)","Kenya","Wajir","Wajir East","Township","Wajir",1.75,40.06,"Shabelle Media Network","Two people were killed and at least three others injured in two explosions targeting police officers in the north-eastern Kenyan town of Wajir. The explosions took place near the Baraza park in the town. The injured were taken to Wajir general hospital. Reports say there have been several arrests in connection with the explosions.",2
"4240","2013-12-14",2013,"Remote violence","Al Shabaab","Civilians (Kenya)","Kenya","Nairobi","Kamukunji","Eastleigh North","Eastleigh",-1.271689,36.849689,"Associated Press","Suspected al Shabaab attackers detonate an explosive on a public bus, killing four and injuring 30 in the Pangani-Eastleigh section of the city. Eastleigh is known for its large population of ethnic Somalis, and may have been the specific target of the attackers. In the following days the death toll from the blast rose to six.",6
"4241","2013-12-16",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kitui","Mwingi Central","Kivou","Mwingi",-0.9333,38.0667,"The Star (Nairobi)","Matau operators in Mwingi Central district protest the influx of probox vehicles in Mwingi town. The group claimed the probox vehicles do not have hold the proper certifications.",0
"4242","2013-12-17",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Daily Nation (Kenya)","Sand miners and transporters blocked Mombasa Road at Mlolongo Town for close to five hours in protest of an alleged police shooting of one of their co-workers the previous evening.",0
"4243","2013-12-17",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"The Star (Nairobi)","More than 300 residents from Kamukunji village in Solia, Nakuru held a peaceful demonstration over a power black out that has lasted for five days. The residents said the Kenya Power has not rectified the problem despite numerous reports.",0
"4244","2013-12-18",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Capital FM (Nairobi)","Employees of a supermarket chain boycott their shifts and demonstrate for higher pay.",0
"4245","2013-12-18",2013,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kwale","Msambweni","Gombato Bongwe","Diani",-4.279213,39.594306,"The Star (Nairobi)","A Muslim cleric has been shot dead by two gunmen at Kona ya Musa in Diani, Kwale county. The cleric was shot in the head unknown people a few metres from his business some minutes after evening prayers on 18/12.",1
"4246","2013-12-18",2013,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Wajir","Wajir East","Township","Wajir",1.75,40.06,"The Star (Nairobi)","At least two people were shot dead, and four others injured in a gun attack in Wajir town. This is the second attack in a week. A gunman shot the victims indiscriminately before escaping.",2
"4247","2013-12-25",2013,"Violence against civilians","MRC: Mombasa Republican Council","Civilians (Kenya)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"The Star (Nairobi)","A group of youths, suspected to be members or supports of the MRC petrol bomb two churches during the early morning hours. Causalities not known.",0
"4248","2013-12-25",2013,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kwale","Msambweni","Gombato Bongwe","Ukunda",-4.2875,39.566111,"Agence France Presse","A prominent cleric is shot and killed in Ukunda, his killers escaped by motorbike. According to police reports the cleric was specifically targeted.",1
"4249","2013-12-26",2013,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Capital FM (Nairobi)","Young ""street"" boys pelt passing motorists and police with stones as assault a passerby for unknown reason. One of the boys was shot and killed by police.",1
"4250","2013-12-29",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nakuru","Naivasha","Lake View","Naivete",-0.7166,36.4333,"The Star (Nairobi)","Members of the Muslim community of Mai Mahout, Naivete protest the move by the provincial administration to ban Madrassa due to controversial teachings.",0
"4251","2013-12-29",2013,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Kakamega","Lurambi","Sheywe","Kakamega",0.2833,34.75,"The Star (Nairobi)","Three men suspected of killing an elderly man were lynched by a mob at Likuyani in Kakamega county.",3
"4252","2013-12-30",2013,"Battle-No change of territory","Police Forces of Kenya (2013-)","Unidentified Armed Group (Kenya)","Kenya","Turkana","Turkana Central","Kerio Delta","Turkwel",3.10479,36.09751,"The Star (Nairobi)","A Kenya police reservist was shot dead by unidentified armed raiders in a fresh attack at Turkwel on Pokot-Turkana border. The police officer of the Turkana ethnic group, though it was not clear if ethnicity was the motive for the attack.",1
"4253","2013-12-30",2013,"Remote violence","Police Forces of Kenya (2013-)","Unidentified Armed Group (Kenya)","Kenya","Garissa","Daadab","Dadaab","Dadaab Refugee Camp",0.0514,40.3142,"Local Source Project","An explosive device believed to be an IED targeted a police vehicle in the vicinity of Juba Primary School in Dagahley Camp in Dadaab District in the morning of 30/12. The police vehicle was escorting an NGO vehicle carrying out borehole refuelling. One police officer was reportedly injured by the explosion. The vehicle was severely damaged.",0
"4254","2013-12-31",2013,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kiambu","Limuru","Limuru Central","Rironi",-1.15187,36.63715,"The Star (Nairobi)","Residents of Rironi shopping centre in Kiambu county protest a recent high crime wave.",0
"4255","2013-12-31",2013,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Embu","Manyatta","Kirimari","Embu",-0.53333,37.45,"The Star (Nairobi)","A group of vigilante residents of Kiarango Village in Embu West District lynch a suspected coffee thief.",1
"4256","2014-01-01",2014,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Muranga","Kiharu","Gaturi","Gathuri",-0.65,37.1,"The Star (Nairobi)","A band of residents of Gathuri village in Maragua constituency, Muranga county have torched the houses of two old women suspected of practicing witchcraft. No reported injury or death.",0
"4257","2014-01-02",2014,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kwale","Msambweni","Gombato Bongwe","Diani",-4.279213,39.594306,"The Star (Nairobi)","At least ten are injured in a grenade attack at a nightclub in Diani, 25km outside of Mombasa. The attack occurred around 4am. Witnesses claim they saw an individual lob the explosive into a group of people, though the persons identity remain unknown. The target of the blast may have been a group of British tourists present in the bar.",0
"4258","2014-01-04",2014,"Battle-No change of territory","Borana Ethnic Militia (Kenya)","Gabra Ethnic Militia (Kenya)","Kenya","Marsabit","Moyale","Moyale Township","Moyale",3.509374,39.052757,"Kenya Broadcasting Corporation","Four people were killed at Odha area, 15 kilometres from Moyale [northeastern Kenya] town following fresh tribal skirmishes in Moyale District between the Boranas and Gabbras. The clash was believed to have been sparked by the use of a water hole. The clash took place during the evening hours. In an effort to maintain order, military reservists were sent to the area in the following days.",4
"4259","2014-01-04",2014,"Remote violence","Al Shabaab","Civilians (Kenya)","Kenya","Nairobi","Kamukunji","Eastleigh North","Eastleigh",-1.271689,36.849689,"Agence France Presse","One person is injured after suspected al Shabaab detonated an explosive in the Somali-populated Eastleigh district of Nairobi.",0
"4260","2014-01-04",2014,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Embu","Manyatta","Kirimari","Embu",-0.53333,37.45,"The Star (Nairobi)","A man is killed by a band of vigilantes over suspected theft.",1
"4261","2014-01-05",2014,"Battle-No change of territory","Police Forces of Kenya (2013-)","Unidentified Armed Group (Kenya)","Kenya","Kwale","Msambweni","Gombato Bongwe","Diani",-4.279213,39.594306,"The Star (Nairobi)","A hand grenade is thrown at a police officer in the Diani area. The ordinance did not explode. The perpetrators escaped.",0
"4262","2014-01-05",2014,"Battle-No change of territory","Police Forces of Kenya (2013-)","Unidentified Armed Group (Kenya)","Kenya","Kwale","Msambweni","Gombato Bongwe","Ukunda",-4.2875,39.566111,"The Star (Nairobi)","A hand grenade is thrown at a police vehicle in Ukunda. The five officers present escaped unhurt.",0
"4263","2014-01-05",2014,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Kilifi","Kilifi North","Tezo","Majaoni",-3.55,39.86667,"The Star (Nairobi)","A middle-aged man was killed in the morning hours by a vigilante mob in Majaoni, Kilifi county. It was believed the man was accused of planning the killing of his sister-in-law.",1
"4264","2014-01-06",2014,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kitui","Mwingi Central","Kivou","Mwingi",-0.9333,38.0667,"Daily Nation (Kenya)","Parents of students enrolled at a primary school protest near its entrance, demanding the head teachers transfer following a poor school-wide test result.",0
"4265","2014-01-06",2014,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Embu","Mbeere North","Nthawa","Siakago",-0.58333,37.63333,"The Star (Nairobi)","A man is lynched by a group of residents over suspected theft. Another suspected thief was killed by a mob on in nearby Koimugo village in Embu town days earlier. It is not clear if the two vigilante groups are related.",1
"4266","2014-01-07",2014,"Battle-No change of territory","Borana Ethnic Militia (Kenya)","Gabra Ethnic Militia (Kenya)","Kenya","Marsabit","North Horr","Dukana","Dukana",3.99023,37.26595,"Xinhua","One is killed and two are others injured in a ethnic clash over the course of two days.",1
"4267","2014-01-07",2014,"Violence against civilians","Unidentified Armed Group (Ethiopia)","Civilians (Kenya)","Kenya","Marsabit","Moyale","Heillu/Manyatta","Oda",3.49333,39.09569,"The Star (Nairobi)","An unknown number of people are feared dead and several others injured in Marsabit following fresh attacks by bandits believed to be from Ethiopia. The attack comes just days after four people were killed in the relative area over a water hole dispute, though it is not clear if this attack was motivated by ethnicity.",10
"4268","2014-01-08",2014,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Kirinyaga","Gichugu","Baragwi","Kianyaga",-0.49271,37.35645,"The Star (Nairobi)","A group of youth riot, apparently in an effort to disrupt an election in Kiranja. The youth, some of whom were intoxicated, engaged police in fierce fights. Police manning the polling centre had to call for reinforcement from Kerugoya town. Three people were injured during the fracas. The intended effect of the unrest was to aid a local candidate who the youth perceived to be beneficial to farmers.",0
"4269","2014-01-08",2014,"Remote violence","Police Forces of Kenya (2013-)","Unidentified Armed Group (Kenya)","Kenya","Garissa","Daadab","Dadaab","Dadaab Refugee Camp",0.0514,40.3142,"Local Source Project","Three IEDs were detonated in the vicinity of firewood distribution centre in IFO 1 (Dadaab District) in the morning of 08/12. Reports indicate that the first explosion targeted the rear police escort vehicle of the regular morning convoy to IFO 1 and Dagahaley. The second set targeted the police responders, of whom a number had by then arrived at the scene. No one was injured by any of the blasts. The police vehicle initially targeted by the perpetrators only sustained slight damages. There were gunshots fired by the police after the second explosion. One man was injured in its aftermath, trampled by a panicked crowd running from the scene.",0
"4270","2014-01-08",2014,"Battle-No change of territory","Borana Ethnic Militia (Kenya)","Gabra Ethnic Militia (Kenya)","Kenya","Marsabit","North Horr","Dukana","Dukana",3.99023,37.26595,"Xinhua","One is killed and two are others injured in a ethnic clash over the course of two days.",0
"4271","2014-01-09",2014,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nandi","Chesumei","Lelmokwo/Ngechek","Sigoit",0.4,35.15,"The Star (Nairobi)","Students staged a sit-in protest, shutting down their against the transfer of their principal.",0
"4272","2014-01-09",2014,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Star (Nairobi)","Unidentified gunmen open fire on Bungoma senator-elect Moses Wetangulas car during the evening hours along Mbagathi Way. The Senator escaped unhurt.",0
"4273","2014-01-09",2014,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Kenya)","Kenya","Laikipia","Laikipia North","Sosian","Oldoinyo Loloip",0.477,36.4316,"The Star (Nairobi)","A man suspected of stealing motorcycles is lynched in Laikipia West.",1
"4274","2014-01-10",2014,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Star (Nairobi)","Staff at the University of Nairobi protest the non-payment of allowances.",0
"4275","2014-01-13",2014,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kwale","Lungalunga","Pongwe/Kikoneni","Vanga",-4.65269,39.2231,"The Star (Nairobi)","Mtune villagers at Vanga-LungaLunga in Kwale protest lack of water, secondary schools and health facilities.",0
"4276","2014-01-13",2014,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Meru","North Imenti","Municipality","Meru",0.05,37.65,"The Star (Nairobi)","Hawkers, boda boda operators and small kiosk owners protest against the Meru county governments move to demolish their kiosks and introduce new tax levies. The protestors, who lit fires along the roads in Meru town, engaged police officers in running battles. The police lobbed tear gas canisters and used live bullets to disperse the crowd. A passerby sustained gunshot wounds on his leg during the demo.",0
"4277","2014-01-13",2014,"Battle-No change of territory","Police Forces of Kenya (2013-)","Unidentified Armed Group (Ethiopia)","Kenya","Marsabit","North Horr","North Horr","North Horr",3.3167,37.0667,"Daily Nation (Kenya)","Unidentified militia, believed to be from nearby Ethiopia attack the ethnic Gabra border town of North Horr, killing two police and injuring ""scores"" of civilians. It was reported cattle was stolen in the raid.",2
"4278","2014-01-13",2014,"Violence against civilians","Unidentified Armed Group (Ethiopia)","Civilians (Kenya)","Kenya","Marsabit","North Horr","North Horr","North Horr",3.3167,37.0667,"Daily Nation (Kenya)","Unidentified militia, believed to be from nearby Ethiopia attack the ethnic Gabra border town of North Horr, killing two police and injuring ""scores"" of civilians. It was reported cattle was stolen in the raid.",2
"4279","2014-01-15",2014,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Meru","North Imenti","Municipality","Meru",0.05,37.65,"The Star (Nairobi)","Hawkers and traders again protest the planned demolition of their kiosks by the state government in order to improve a nearby road. Demonstrations became violent, one reported dead and two others sustaining gunshot wounds. No report of police presence.",1
"4280","2014-01-15",2014,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Siaya","Alego Usonga","Siaya Township","Siaya",0.06,34.2861,"The Star (Nairobi)","Parents of enrolled students gathered at Pap Oriang Primary school in Siaya county to protest the transfer of its head teacher.",0
